window_start,Bathroom,Bedroom,DiningRoom,Kitchen,LivingRoom,OutsideDoor,total_events,n_sensors_active,tod_sin,tod_cos,dow,is_inactive
2012-07-18 12:00:00,2.0,7.0,2.0,9.0,7.0,3.0,30.0,6.0,1.2246467991473532e-16,-1.0,2,0
2012-07-18 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,2,1
2012-07-18 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,2,1
2012-07-18 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,2,1
2012-07-18 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,2,1
2012-07-18 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890683,-0.25881904510252063,2,1
2012-07-18 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,2,1
2012-07-18 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203,2,1
2012-07-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,2,1
2012-07-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,2,1
2012-07-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,2,1
2012-07-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,2,1
2012-07-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1
2012-07-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,3,1
2012-07-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,3,1
2012-07-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,3,1
2012-07-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,3,1
2012-07-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,3,1
2012-07-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,3,1
2012-07-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,3,1
2012-07-19 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,3,1
2012-07-19 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,3,1
2012-07-19 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,3,1
2012-07-19 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,3,1
2012-07-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,3,1
2012-07-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,3,1
2012-07-19 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3,1
2012-07-19 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,3,1
2012-07-19 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,3,1
2012-07-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890683,-0.25881904510252063,3,1
2012-07-19 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,3,1
2012-07-19 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203,3,1
2012-07-19 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,3,1
2012-07-19 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,3,1
2012-07-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,3,1
2012-07-19 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,3,1
2012-07-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1
2012-07-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,4,1
2012-07-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,4,1
2012-07-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,4,1
2012-07-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,4,1
2012-07-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,4,1
2012-07-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,4,1
2012-07-20 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,4,1
2012-07-20 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,4,1
2012-07-20 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,4,1
2012-07-20 10:00:00,1.0,17.0,4.0,9.0,105.0,87.0,223.0,6.0,0.49999999999999994,-0.8660254037844387,4,0
2012-07-20 11:00:00,35.0,160.0,73.0,201.0,976.0,151.0,1596.0,6.0,0.258819045102521,-0.9659258262890682,4,0
2012-07-20 12:00:00,104.0,16.0,0.0,0.0,122.0,24.0,266.0,4.0,1.2246467991473532e-16,-1.0,4,0
2012-07-20 13:00:00,4.0,2.0,0.0,0.0,34.0,12.0,52.0,4.0,-0.2588190451025208,-0.9659258262890683,4,0
2012-07-20 14:00:00,26.0,4.0,0.0,0.0,54.0,8.0,92.0,4.0,-0.4999999999999997,-0.8660254037844388,4,0
2012-07-20 15:00:00,0.0,0.0,16.0,52.0,36.0,0.0,104.0,3.0,-0.7071067811865471,-0.7071067811865479,4,0
2012-07-20 16:00:00,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,-0.8660254037844385,-0.5000000000000004,4,0
2012-07-20 17:00:00,202.0,110.0,0.0,2.0,36.0,4.0,354.0,5.0,-0.9659258262890683,-0.25881904510252063,4,0
2012-07-20 18:00:00,0.0,16.0,0.0,0.0,22.0,12.0,50.0,3.0,-1.0,-1.8369701987210297e-16,4,0
2012-07-20 19:00:00,0.0,0.0,0.0,0.0,52.0,8.0,60.0,2.0,-0.9659258262890684,0.2588190451025203,4,0
2012-07-20 20:00:00,0.0,0.0,0.0,0.0,42.0,2.0,44.0,2.0,-0.8660254037844386,0.5000000000000001,4,0
2012-07-20 21:00:00,34.0,140.0,4.0,46.0,44.0,4.0,272.0,6.0,-0.7071067811865477,0.7071067811865474,4,0
2012-07-20 22:00:00,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,-0.5000000000000004,0.8660254037844384,4,0
2012-07-20 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,4,1
2012-07-21 00:00:00,26.0,82.0,0.0,0.0,22.0,4.0,134.0,4.0,0.0,1.0,5,0
2012-07-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,5,1
2012-07-21 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,5,1
2012-07-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,5,1
2012-07-21 04:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8660254037844386,0.5000000000000001,5,0
2012-07-21 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,5,1
2012-07-21 06:00:00,26.0,86.0,2.0,38.0,90.0,14.0,256.0,6.0,1.0,6.123233995736766e-17,5,0
2012-07-21 07:00:00,56.0,106.0,0.0,0.0,72.0,0.0,234.0,3.0,0.9659258262890683,-0.25881904510252063,5,0
2012-07-21 08:00:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.8660254037844387,-0.4999999999999998,5,0
2012-07-21 09:00:00,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.7071067811865476,-0.7071067811865475,5,0
2012-07-21 10:00:00,30.0,0.0,2.0,212.0,96.0,2.0,342.0,5.0,0.49999999999999994,-0.8660254037844387,5,0
2012-07-21 11:00:00,0.0,2.0,0.0,2.0,206.0,0.0,210.0,3.0,0.258819045102521,-0.9659258262890682,5,0
2012-07-21 12:00:00,264.0,136.0,0.0,0.0,186.0,10.0,596.0,4.0,1.2246467991473532e-16,-1.0,5,0
2012-07-21 13:00:00,0.0,0.0,8.0,94.0,314.0,8.0,424.0,4.0,-0.2588190451025208,-0.9659258262890683,5,0
2012-07-21 14:00:00,0.0,40.0,12.0,120.0,80.0,24.0,276.0,5.0,-0.4999999999999997,-0.8660254037844388,5,0
2012-07-21 15:00:00,0.0,0.0,4.0,50.0,58.0,18.0,130.0,4.0,-0.7071067811865471,-0.7071067811865479,5,0
2012-07-21 16:00:00,24.0,6.0,0.0,0.0,66.0,22.0,118.0,4.0,-0.8660254037844385,-0.5000000000000004,5,0
2012-07-21 17:00:00,2.0,98.0,4.0,16.0,172.0,24.0,316.0,6.0,-0.9659258262890683,-0.25881904510252063,5,0
2012-07-21 18:00:00,0.0,0.0,0.0,0.0,202.0,0.0,202.0,1.0,-1.0,-1.8369701987210297e-16,5,0
2012-07-21 19:00:00,22.0,4.0,44.0,14.0,148.0,2.0,234.0,6.0,-0.9659258262890684,0.2588190451025203,5,0
2012-07-21 20:00:00,0.0,0.0,0.0,0.0,20.0,0.0,20.0,1.0,-0.8660254037844386,0.5000000000000001,5,0
2012-07-21 21:00:00,20.0,8.0,3.0,29.0,62.0,2.0,124.0,6.0,-0.7071067811865477,0.7071067811865474,5,0
2012-07-21 22:00:00,0.0,0.0,1.0,1.0,78.0,0.0,80.0,3.0,-0.5000000000000004,0.8660254037844384,5,0
2012-07-21 23:00:00,114.0,169.0,6.0,52.0,82.0,12.0,435.0,6.0,-0.25881904510252157,0.9659258262890681,5,0
2012-07-22 00:00:00,0.0,45.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,1.0,6,0
2012-07-22 01:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25881904510252074,0.9659258262890683,6,0
2012-07-22 02:00:00,0.0,22.0,0.0,0.0,0.0,0.0,22.0,1.0,0.49999999999999994,0.8660254037844387,6,0
2012-07-22 03:00:00,50.0,78.0,0.0,0.0,0.0,0.0,128.0,2.0,0.7071067811865476,0.7071067811865476,6,0
2012-07-22 04:00:00,0.0,6.0,0.0,0.0,0.0,2.0,8.0,2.0,0.8660254037844386,0.5000000000000001,6,0
2012-07-22 05:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9659258262890683,0.25881904510252074,6,0
2012-07-22 06:00:00,52.0,44.0,6.0,56.0,74.0,20.0,252.0,6.0,1.0,6.123233995736766e-17,6,0
2012-07-22 07:00:00,0.0,0.0,0.0,0.0,56.0,0.0,56.0,1.0,0.9659258262890683,-0.25881904510252063,6,0
2012-07-22 08:00:00,72.0,6.0,8.0,124.0,140.0,6.0,356.0,6.0,0.8660254037844387,-0.4999999999999998,6,0
2012-07-22 09:00:00,0.0,0.0,0.0,0.0,226.0,0.0,226.0,1.0,0.7071067811865476,-0.7071067811865475,6,0
2012-07-22 10:00:00,197.0,266.0,68.0,130.0,130.0,4.0,795.0,6.0,0.49999999999999994,-0.8660254037844387,6,0
2012-07-22 11:00:00,95.0,102.0,0.0,0.0,76.0,6.0,279.0,4.0,0.258819045102521,-0.9659258262890682,6,0
2012-07-22 12:00:00,0.0,0.0,4.0,60.0,156.0,16.0,236.0,4.0,1.2246467991473532e-16,-1.0,6,0
2012-07-22 13:00:00,0.0,0.0,0.0,0.0,32.0,0.0,32.0,1.0,-0.2588190451025208,-0.9659258262890683,6,0
2012-07-22 14:00:00,0.0,0.0,0.0,0.0,76.0,0.0,76.0,1.0,-0.4999999999999997,-0.8660254037844388,6,0
2012-07-22 15:00:00,34.0,2.0,0.0,0.0,76.0,22.0,134.0,4.0,-0.7071067811865471,-0.7071067811865479,6,0
2012-07-22 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,6,1
2012-07-22 17:00:00,22.0,76.0,0.0,2.0,22.0,12.0,134.0,5.0,-0.9659258262890683,-0.25881904510252063,6,0
2012-07-22 18:00:00,0.0,0.0,0.0,2.0,0.0,4.0,6.0,2.0,-1.0,-1.8369701987210297e-16,6,0
2012-07-22 19:00:00,0.0,0.0,0.0,0.0,56.0,4.0,60.0,2.0,-0.9659258262890684,0.2588190451025203,6,0
2012-07-22 20:00:00,0.0,0.0,0.0,0.0,22.0,0.0,22.0,1.0,-0.8660254037844386,0.5000000000000001,6,0
2012-07-22 21:00:00,38.0,6.0,8.0,196.0,280.0,4.0,532.0,6.0,-0.7071067811865477,0.7071067811865474,6,0
2012-07-22 22:00:00,0.0,0.0,0.0,0.0,290.0,0.0,290.0,1.0,-0.5000000000000004,0.8660254037844384,6,0
2012-07-22 23:00:00,12.0,166.0,8.0,86.0,234.0,6.0,512.0,6.0,-0.25881904510252157,0.9659258262890681,6,0
2012-07-23 00:00:00,92.0,64.0,0.0,0.0,0.0,0.0,156.0,2.0,0.0,1.0,0,0
2012-07-23 01:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25881904510252074,0.9659258262890683,0,0
2012-07-23 02:00:00,26.0,122.0,0.0,0.0,0.0,0.0,148.0,2.0,0.49999999999999994,0.8660254037844387,0,0
2012-07-23 03:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7071067811865476,0.7071067811865476,0,0
2012-07-23 04:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0
2012-07-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0,1
2012-07-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0,1
2012-07-23 07:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9659258262890683,-0.25881904510252063,0,0
2012-07-23 08:00:00,42.0,50.0,6.0,40.0,104.0,14.0,256.0,6.0,0.8660254037844387,-0.4999999999999998,0,0
2012-07-23 09:00:00,32.0,4.0,12.0,282.0,112.0,2.0,444.0,6.0,0.7071067811865476,-0.7071067811865475,0,0
2012-07-23 10:00:00,4.0,92.0,8.0,102.0,108.0,2.0,316.0,6.0,0.49999999999999994,-0.8660254037844387,0,0
2012-07-23 11:00:00,226.0,200.0,0.0,0.0,282.0,22.0,730.0,4.0,0.258819045102521,-0.9659258262890682,0,0
2012-07-23 12:00:00,1.0,1.0,2.0,0.0,228.0,10.0,242.0,5.0,1.2246467991473532e-16,-1.0,0,0
2012-07-23 13:00:00,51.0,3.0,4.0,18.0,286.0,2.0,364.0,6.0,-0.2588190451025208,-0.9659258262890683,0,0
2012-07-23 14:00:00,22.0,68.0,0.0,2.0,288.0,14.0,394.0,5.0,-0.4999999999999997,-0.8660254037844388,0,0
2012-07-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,0,1
2012-07-23 16:00:00,32.0,28.0,18.0,18.0,128.0,16.0,240.0,6.0,-0.8660254037844385,-0.5000000000000004,0,0
2012-07-23 17:00:00,0.0,0.0,0.0,0.0,148.0,0.0,148.0,1.0,-0.9659258262890683,-0.25881904510252063,0,0
2012-07-23 18:00:00,38.0,4.0,24.0,280.0,116.0,8.0,470.0,6.0,-1.0,-1.8369701987210297e-16,0,0
2012-07-23 19:00:00,0.0,0.0,4.0,30.0,40.0,0.0,74.0,3.0,-0.9659258262890684,0.2588190451025203,0,0
2012-07-23 20:00:00,0.0,0.0,0.0,0.0,44.0,0.0,44.0,1.0,-0.8660254037844386,0.5000000000000001,0,0
2012-07-23 21:00:00,0.0,0.0,0.0,0.0,62.0,0.0,62.0,1.0,-0.7071067811865477,0.7071067811865474,0,0
2012-07-23 22:00:00,0.0,0.0,0.0,0.0,26.0,0.0,26.0,1.0,-0.5000000000000004,0.8660254037844384,0,0
2012-07-23 23:00:00,132.0,256.0,6.0,60.0,54.0,16.0,524.0,6.0,-0.25881904510252157,0.9659258262890681,0,0
2012-07-24 00:00:00,0.0,32.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,1,0
2012-07-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,1,1
2012-07-24 02:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.49999999999999994,0.8660254037844387,1,0
2012-07-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,1,1
2012-07-24 04:00:00,66.0,92.0,0.0,0.0,0.0,0.0,158.0,2.0,0.8660254037844386,0.5000000000000001,1,0
2012-07-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,1,1
2012-07-24 06:00:00,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,6.123233995736766e-17,1,0
2012-07-24 07:00:00,42.0,58.0,8.0,56.0,82.0,18.0,264.0,6.0,0.9659258262890683,-0.25881904510252063,1,0
2012-07-24 08:00:00,46.0,4.0,6.0,238.0,112.0,2.0,408.0,6.0,0.8660254037844387,-0.4999999999999998,1,0
